,table1,col1,table2,col2,sim_score
110,Daxenberger2012-09,Template-Insertion,Yang2016-08,Template-Insertion,0.7043704
111,Daxenberger2013-17,File-Modification,Yang2016-08,File-Modification,0.7043704
112,Daxenberger2013-17,Template-Deletion,Yang2016-08,Template-Deletion,0.7043704
113,Daxenberger2012-09,Template-Deletion,Yang2016-08,Template-Deletion,0.7029051
114,Yang2016-08,Markup-Inserion,Daxenberger2012-09,Markup-Inserion,0.7013741
115,Yang2016-08,Markup-Deletion,Daxenberger2012-09,Markup-Deletion,0.7013741
116,Yang2016-08,Markup-Inserion,Daxenberger2013-17,Markup-Inserion,0.7013741
117,Yang2016-08,Markup-Deletion,Daxenberger2013-17,Markup-Deletion,0.7013741
118,Daxenberger2012-09,Markup-Inserion,Yang2016-08,Markup-Inserion,0.7013741
119,Daxenberger2012-09,Markup-Deletion,Yang2016-08,Markup-Deletion,0.7013741
120,Daxenberger2013-17,Markup-Inserion,Yang2016-08,Markup-Inserion,0.7013741
121,Daxenberger2013-17,Markup-Deletion,Yang2016-08,Markup-Deletion,0.7013741
122,Yang2016-08,File-Insertion,Daxenberger2012-09,File-Insertion,0.69977266
123,Yang2016-08,File-Insertion,Daxenberger2013-17,File-Insertion,0.69977266
124,Daxenberger2012-09,File-Insertion,Yang2016-08,File-Insertion,0.69977266
125,Daxenberger2013-17,File-Insertion,Yang2016-08,File-Insertion,0.69977266
126,Yang2016-08,File-Deletion,Daxenberger2012-09,File-Deletion,0.69809586
127,Yang2016-08,File-Deletion,Daxenberger2013-17,File-Deletion,0.69809586
128,Daxenberger2012-09,File-Deletion,Yang2016-08,File-Deletion,0.69809586
129,Daxenberger2013-17,File-Deletion,Yang2016-08,File-Deletion,0.69809586
130,Yang2016-08,Relocation,Daxenberger2012-09,Relocation,0.692556
131,Yang2016-08,Relocation,Daxenberger2013-17,Relocation,0.692556
132,Daxenberger2012-09,Relocation,Yang2016-08,Relocation,0.692556
133,Daxenberger2013-17,Relocation,Yang2016-08,Relocation,0.692556
134,Yang2017-01,Counter Vandalism,Falting2021-04,Counter-vandalism,0.6482342
135,Falting2021-04,Counter-vandalism,Yang2017-01,Counter Vandalism,0.6482342
136,Anthonio2020-03,Spelling/Grammar,Daxenberger2012-09,Spelling/Grammar,0.63141745
137,Anthonio2020-03,Spelling/Grammar,Daxenberger2013-17,Spelling/Grammar,0.63141745
138,Daxenberger2012-09,Spelling/Grammar,Anthonio2020-03,Spelling/Grammar,0.63141745
139,Daxenberger2013-17,Spelling/Grammar,Anthonio2020-03,Spelling/Grammar,0.63141745
140,Daxenberger2012-09,Revert,Liu2014-14,Revert,0.62757045
141,Liu2014-14,Revert,Daxenberger2012-09,Revert,0.62757045
142,Liu2014-14,Revert,Daxenberger2013-17,Revert,0.62757045
143,Daxenberger2013-17,Revert,Liu2014-14,Revert,0.62757045
144,Anthonio2020-03,Paraphrase,Daxenberger2012-09,Paraphrase,0.6201556
145,Anthonio2020-03,Paraphrase,Daxenberger2013-17,Paraphrase,0.6201556
146,Daxenberger2012-09,Paraphrase,Anthonio2020-03,Paraphrase,0.6201556
147,Daxenberger2013-17,Paraphrase,Anthonio2020-03,Paraphrase,0.6201556
148,Yang2017-01,Copy Editing,Falting2021-04,Copy-editing,0.620016
149,Falting2021-04,Copy-editing,Yang2017-01,Copy Editing,0.620016
150,Pfeil2006-12,Vandalism,Jones2008-13,Vandalism,0.6178237
151,Jones2008-13,Vandalism,Pfeil2006-12,Vandalism,0.6178237
152,Pfeil2006-12,Add Link,Jones2008-13,Add Link,0.6157602
153,Jones2008-13,Add Link,Pfeil2006-12,Add Link,0.6157602
154,Yang2017-01,Elaboration,Guo2022-16,Elaboration,0.606428
155,Guo2022-16,Elaboration,Yang2017-01,Elaboration,0.606428
156,Yang2017-01,Disambiguation,Jones2008-13,Disambiguation,0.60550046
157,Jones2008-13,Disambiguation,Yang2017-01,Disambiguation,0.60550046
158,Yang2016-08,Reference-Modification,Liu2014-14,Reference modification,0.60330784
159,Liu2014-14,Reference modification,Yang2016-08,Reference-Modification,0.60330784
160,Falting2021-04,Disambiguation,Jones2008-13,Disambiguation,0.6009025
161,Jones2008-13,Disambiguation,Falting2021-04,Disambiguation,0.6009025
162,Falting2021-04,Elaboration,Guo2022-16,Elaboration,0.6003441
163,Guo2022-16,Elaboration,Falting2021-04,Elaboration,0.6003441
164,Anthonio2020-03,Paraphrase,Guo2022-16,Paraphrase,0.59820604
165,Guo2022-16,Paraphrase,Anthonio2020-03,Paraphrase,0.59820604
166,Yang2017-01,Vandalism,Jones2008-13,Vandalism,0.59611076
167,Jones2008-13,Vandalism,Yang2017-01,Vandalism,0.59611076
168,Daxenberger2012-09,Vandalism,Pfeil2006-12,Vandalism,0.5952405
169,Pfeil2006-12,Vandalism,Daxenberger2012-09,Vandalism,0.5952405
170,Pfeil2006-12,Vandalism,Daxenberger2013-17,Vandalism,0.5952405
171,Daxenberger2013-17,Vandalism,Pfeil2006-12,Vandalism,0.5952405
172,Daxenberger2012-09,Reference-Modification,Liu2014-14,Reference modification,0.5952175
173,Liu2014-14,Reference modification,Daxenberger2012-09,Reference-Modification,0.5952175
174,Liu2014-14,Reference modification,Daxenberger2013-17,Reference-Modification,0.5952175
175,Daxenberger2013-17,Reference-Modification,Liu2014-14,Reference modification,0.5952175
176,Yang2017-01,Vandalism,Daxenberger2012-09,Vandalism,0.59325457
177,Yang2017-01,Vandalism,Daxenberger2013-17,Vandalism,0.59325457
178,Daxenberger2012-09,Vandalism,Yang2017-01,Vandalism,0.59325457
179,Daxenberger2013-17,Vandalism,Yang2017-01,Vandalism,0.59325457
180,Yang2016-08,Reference-Insertion,Liu2014-14,Reference insertion,0.592049
181,Liu2014-14,Reference insertion,Yang2016-08,Reference-Insertion,0.592049
182,Falting2021-04,Vandalism,Jones2008-13,Vandalism,0.59125
183,Jones2008-13,Vandalism,Falting2021-04,Vandalism,0.59125
184,Yang2016-08,Grammar,Pfeil2006-12,Grammar,0.59123224
185,Pfeil2006-12,Grammar,Yang2016-08,Grammar,0.59123224
186,Daxenberger2012-09,Paraphrase,Guo2022-16,Paraphrase,0.5883701
187,Guo2022-16,Paraphrase,Daxenberger2012-09,Paraphrase,0.5883701
188,Guo2022-16,Paraphrase,Daxenberger2013-17,Paraphrase,0.5883701
189,Daxenberger2013-17,Paraphrase,Guo2022-16,Paraphrase,0.5883701
190,Yang2016-08,Reference-Deletion,Liu2014-14,Reference deletion,0.5876938
191,Liu2014-14,Reference deletion,Yang2016-08,Reference-Deletion,0.5876938
192,Yang2017-01,Vandalism,Pfeil2006-12,Vandalism,0.58542275
193,Pfeil2006-12,Vandalism,Yang2017-01,Vandalism,0.58542275
194,Du2022-07,Clarity,Zhang2016-11,Clarity,0.585178
195,Zhang2016-11,Clarity,Du2022-07,Clarity,0.585178
196,Daxenberger2012-09,Vandalism,Jones2008-13,Vandalism,0.58513325
197,Jones2008-13,Vandalism,Daxenberger2012-09,Vandalism,0.58513325
198,Jones2008-13,Vandalism,Daxenberger2013-17,Vandalism,0.58513325
199,Daxenberger2013-17,Vandalism,Jones2008-13,Vandalism,0.58513325
200,Daxenberger2012-09,Reference-Insertion,Liu2014-14,Reference insertion,0.58366287
201,Liu2014-14,Reference insertion,Daxenberger2012-09,Reference-Insertion,0.58366287
202,Liu2014-14,Reference insertion,Daxenberger2013-17,Reference-Insertion,0.58366287
203,Daxenberger2013-17,Reference-Insertion,Liu2014-14,Reference insertion,0.58366287
204,Jones2008-13,Revert,Liu2014-14,Revert,0.5834198
205,Liu2014-14,Revert,Jones2008-13,Revert,0.5834198
206,Yang2017-01,Fact Update,Rajagopal2022-02,Fact Update,0.58231246
207,Rajagopal2022-02,Fact Update,Yang2017-01,Fact Update,0.58231246
208,Daxenberger2012-09,Reference-Deletion,Liu2014-14,Reference deletion,0.57921
209,Liu2014-14,Reference deletion,Daxenberger2012-09,Reference-Deletion,0.57921
210,Liu2014-14,Reference deletion,Daxenberger2013-17,Reference-Deletion,0.57921
211,Daxenberger2013-17,Reference-Deletion,Liu2014-14,Reference deletion,0.57921
212,Falting2021-04,Vandalism,Daxenberger2012-09,Vandalism,0.5790181
213,Falting2021-04,Vandalism,Daxenberger2013-17,Vandalism,0.5790181
214,Daxenberger2012-09,Vandalism,Falting2021-04,Vandalism,0.5790181
215,Daxenberger2013-17,Vandalism,Falting2021-04,Vandalism,0.5790181
216,Falting2021-04,Vandalism,Pfeil2006-12,Vandalism,0.5775908
217,Pfeil2006-12,Vandalism,Falting2021-04,Vandalism,0.5775908
218,Rajagopal2022-02,Fact Update,Falting2021-04,Fact Update,0.5768479
219,Falting2021-04,Fact Update,Rajagopal2022-02,Fact Update,0.5768479
220,Failgey1981-10,Spelling,Pfeil2006-12,Spelling,0.5751958
221,Pfeil2006-12,Spelling,Failgey1981-10,Spelling,0.5751958
222,Daxenberger2012-09,Revert,Jones2008-13,Revert,0.5751699
223,Jones2008-13,Revert,Daxenberger2012-09,Revert,0.5751699
224,Jones2008-13,Revert,Daxenberger2013-17,Revert,0.5751699
225,Daxenberger2013-17,Revert,Jones2008-13,Revert,0.5751699
226,Failgey1981-10,Format,Pfeil2006-12,Format,0.56762004
227,Pfeil2006-12,Format,Failgey1981-10,Format,0.56762004
228,Anthonio2020-03,Information Deletion,Daxenberger2012-09,Information-Deletion,0.5624435
229,Anthonio2020-03,Information Deletion,Daxenberger2013-17,Information-Deletion,0.5624435
230,Daxenberger2012-09,Information-Deletion,Anthonio2020-03,Information Deletion,0.5624435
231,Daxenberger2013-17,Information-Deletion,Anthonio2020-03,Information Deletion,0.5624435
232,Anthonio2020-03,Information Deletion,Yang2016-08,Information-Deletion,0.557939
233,Yang2016-08,Information-Deletion,Anthonio2020-03,Information Deletion,0.557939
234,Rajagopal2022-02,Add New Information,Pfeil2006-12,Add Information,0.5199898
235,Pfeil2006-12,Add Information,Rajagopal2022-02,Add New Information,0.5199898
236,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,Information-Modification,0.515343
237,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,Information-Modification,0.515343
238,Daxenberger2012-09,Information-Modification,Anthonio2020-03,Information Modification/Insertion,0.515343
239,Daxenberger2013-17,Information-Modification,Anthonio2020-03,Information Modification/Insertion,0.515343
240,Anthonio2020-03,Information Modification/Insertion,Yang2016-08,Information-Modification,0.50947726
241,Yang2016-08,Information-Modification,Anthonio2020-03,Information Modification/Insertion,0.50947726
242,Yang2016-08,Wikilink-Modification,Liu2014-14,Link modification,0.5023754
243,Liu2014-14,Link modification,Yang2016-08,Wikilink-Modification,0.5023754
244,Zhang2015-06,Conventions/Grammar/Spelling,Zhang2016-11,Conventions,0.49723744
245,Zhang2016-11,Conventions,Zhang2015-06,Conventions/Grammar/Spelling,0.49723744
246,Yang2017-01,Wikification,Yang2016-08,Wikilink-Modification,0.49357635
247,Yang2016-08,Wikilink-Modification,Yang2017-01,Wikification,0.49357635
248,Zhang2015-06,Word-usage/Clarity,Zhang2016-11,Clarity,0.49336633
249,Zhang2016-11,Clarity,Zhang2015-06,Word-usage/Clarity,0.49336633
250,Yang2016-08,Rephrase,Daxenberger2012-09,Paraphrase,0.48792014
251,Yang2016-08,Rephrase,Daxenberger2013-17,Paraphrase,0.48792014
252,Daxenberger2012-09,Paraphrase,Yang2016-08,Rephrase,0.48792014
253,Daxenberger2013-17,Paraphrase,Yang2016-08,Rephrase,0.48792014
254,Pfeil2006-12,Delete Link,Jones2008-13,Fix or Delete Link,0.47719455
255,Jones2008-13,Fix or Delete Link,Pfeil2006-12,Delete Link,0.47719455
256,Daxenberger2012-09,File-Modification,Liu2014-14,Link modification,0.4771329
257,Liu2014-14,Link modification,Daxenberger2012-09,File-Modification,0.4771329
258,Liu2014-14,Link modification,Daxenberger2013-17,File-Modification,0.4771329
259,Daxenberger2013-17,File-Modification,Liu2014-14,Link modification,0.4771329
260,Yang2016-08,Grammar,Daxenberger2012-09,Spelling/Grammar,0.47600538
261,Yang2016-08,Grammar,Daxenberger2013-17,Spelling/Grammar,0.47600538
262,Daxenberger2012-09,Spelling/Grammar,Yang2016-08,Grammar,0.47600538
263,Daxenberger2013-17,Spelling/Grammar,Yang2016-08,Grammar,0.47600538
264,Daxenberger2012-09,Information-Deletion,Pfeil2006-12,Delete Information,0.47491997
265,Pfeil2006-12,Delete Information,Daxenberger2012-09,Information-Deletion,0.47491997
266,Pfeil2006-12,Delete Information,Daxenberger2013-17,Information-Deletion,0.47491997
267,Daxenberger2013-17,Information-Deletion,Pfeil2006-12,Delete Information,0.47491997
268,Yang2016-08,Wikilink-Insertion,Liu2014-14,Link insertion,0.47446752
269,Liu2014-14,Link insertion,Yang2016-08,Wikilink-Insertion,0.47446752
270,Yang2016-08,Information-Deletion,Pfeil2006-12,Delete Information,0.47317758
271,Pfeil2006-12,Delete Information,Yang2016-08,Information-Deletion,0.47317758
272,Anthonio2020-03,Information Deletion,Pfeil2006-12,Delete Information,0.46852612
273,Pfeil2006-12,Delete Information,Anthonio2020-03,Information Deletion,0.46852612
274,Yang2016-08,Wikilink-Deletion,Liu2014-14,Link deletion,0.4632348
275,Liu2014-14,Link deletion,Yang2016-08,Wikilink-Deletion,0.4632348
276,Falting2021-04,Wikification,Yang2016-08,Wikilink-Modification,0.4619053
277,Yang2016-08,Wikilink-Modification,Falting2021-04,Wikification,0.4619053
278,Daxenberger2012-09,File-Insertion,Liu2014-14,Link insertion,0.44313127
279,Liu2014-14,Link insertion,Daxenberger2012-09,File-Insertion,0.44313127
280,Liu2014-14,Link insertion,Daxenberger2013-17,File-Insertion,0.44313127
281,Daxenberger2013-17,File-Insertion,Liu2014-14,Link insertion,0.44313127
282,Spangher2022-05,Deletion,Liu2014-14,Link deletion,0.43559733
283,Liu2014-14,Link deletion,Spangher2022-05,Deletion,0.43559733
284,Spangher2022-05,Deletion,Yang2016-08,File-Deletion,0.43198067
285,Yang2016-08,File-Deletion,Spangher2022-05,Deletion,0.43198067
286,Daxenberger2012-09,File-Deletion,Liu2014-14,Link deletion,0.42913905
287,Liu2014-14,Link deletion,Daxenberger2012-09,File-Deletion,0.42913905
288,Liu2014-14,Link deletion,Daxenberger2013-17,File-Deletion,0.42913905
289,Daxenberger2013-17,File-Deletion,Liu2014-14,Link deletion,0.42913905
290,Spangher2022-05,Deletion,Daxenberger2012-09,File-Deletion,0.42884034
291,Daxenberger2012-09,File-Deletion,Spangher2022-05,Deletion,0.42884034
292,Yang2017-01,Refactoring,Spangher2022-05,Refactors,0.4279209
293,Spangher2022-05,Refactors,Yang2017-01,Refactoring,0.4279209
294,Spangher2022-05,Deletion,Daxenberger2013-17,File-Deletion,0.42407846
295,Daxenberger2013-17,File-Deletion,Spangher2022-05,Deletion,0.42407846
296,Yang2017-01,Verification,Yang2016-08,File-Modification,0.42306632
297,Yang2016-08,File-Modification,Yang2017-01,Verification,0.42306632
298,Falting2021-04,Refactoring,Spangher2022-05,Refactors,0.42052394
299,Spangher2022-05,Refactors,Falting2021-04,Refactoring,0.42052394
300,Anthonio2020-03,Paraphrase,Yang2016-08,Rephrase,0.41167897
301,Yang2016-08,Rephrase,Anthonio2020-03,Paraphrase,0.41167897
302,Yang2017-01,Clarification,Pfeil2006-12,Clarify Information,0.40945297
303,Pfeil2006-12,Clarify Information,Yang2017-01,Clarification,0.40945297
304,Yang2017-01,Simplification,Yang2016-08,Template-Modification,0.40507445
305,Yang2016-08,Template-Modification,Yang2017-01,Simplification,0.40507445
306,Falting2021-04,Clarification,Pfeil2006-12,Clarify Information,0.4031164
307,Pfeil2006-12,Clarify Information,Falting2021-04,Clarification,0.4031164
308,Daxenberger2012-09,Spelling/Grammar,Pfeil2006-12,Spelling,0.40146762
309,Pfeil2006-12,Spelling,Daxenberger2012-09,Spelling/Grammar,0.40146762
310,Pfeil2006-12,Spelling,Daxenberger2013-17,Spelling/Grammar,0.40146762
311,Daxenberger2013-17,Spelling/Grammar,Pfeil2006-12,Spelling,0.40146762
312,Pfeil2006-12,Reversion,Jones2008-13,Revert,0.40057224
313,Jones2008-13,Revert,Pfeil2006-12,Reversion,0.40057224
314,Anthonio2020-03,Spelling/Grammar,Yang2016-08,Grammar,0.39980978
315,Yang2016-08,Grammar,Anthonio2020-03,Spelling/Grammar,0.39980978
316,Yang2017-01,Verification,Daxenberger2012-09,File-Modification,0.39195585
317,Yang2017-01,Wikification,Daxenberger2012-09,File-Modification,0.39195585
318,Yang2017-01,Verification,Daxenberger2013-17,File-Modification,0.39195585
319,Yang2017-01,Wikification,Daxenberger2013-17,File-Modification,0.39195585
320,Daxenberger2012-09,File-Modification,Yang2017-01,Verification,0.39195585
321,Daxenberger2012-09,File-Modification,Yang2017-01,Wikification,0.39195585
322,Daxenberger2013-17,File-Modification,Yang2017-01,Verification,0.39195585
323,Daxenberger2013-17,File-Modification,Yang2017-01,Wikification,0.39195585
324,Anthonio2020-03,Spelling/Grammar,Pfeil2006-12,Spelling,0.39049464
325,Pfeil2006-12,Spelling,Anthonio2020-03,Spelling/Grammar,0.39049464
326,Spangher2022-05,Deletion,Pfeil2006-12,Delete Information,0.3873346
327,Pfeil2006-12,Delete Information,Spangher2022-05,Deletion,0.3873346
328,Yang2016-08,Rephrase,Guo2022-16,Paraphrase,0.38546422
329,Guo2022-16,Paraphrase,Yang2016-08,Rephrase,0.38546422
330,Yang2017-01,Verification,Liu2014-14,Link modification,0.38359556
331,Yang2017-01,Wikification,Liu2014-14,Link modification,0.38359556
332,Liu2014-14,Link modification,Yang2017-01,Verification,0.38359556
333,Liu2014-14,Link modification,Yang2017-01,Wikification,0.38359556
334,Anthonio2020-03,Information Modification/Insertion,Liu2014-14,Link modification,0.38179213
335,Liu2014-14,Link modification,Anthonio2020-03,Information Modification/Insertion,0.38179213
336,Falting2021-04,Wikification,Daxenberger2012-09,File-Modification,0.37950763
337,Falting2021-04,Wikification,Daxenberger2013-17,File-Modification,0.37950763
338,Daxenberger2012-09,File-Modification,Falting2021-04,Wikification,0.37950763
339,Daxenberger2013-17,File-Modification,Falting2021-04,Wikification,0.37950763
340,Daxenberger2012-09,Revert,Pfeil2006-12,Reversion,0.3794328
341,Pfeil2006-12,Reversion,Daxenberger2012-09,Revert,0.3794328
342,Pfeil2006-12,Reversion,Daxenberger2013-17,Revert,0.3794328
343,Daxenberger2013-17,Revert,Pfeil2006-12,Reversion,0.3794328
344,Anthonio2020-03,Information Deletion,Liu2014-14,Link deletion,0.37817097
345,Liu2014-14,Link deletion,Anthonio2020-03,Information Deletion,0.37817097
